detail_id,detail_url,project_name,project_code,project_type,total_investment,total_investment_raw,bid_content,bid_method,bidder_name,supervision_dept,publish_type,publish_unit,construction_site,construction_scale,expected_publish_date,publish_time,trading_place,publish_date_list
1065008,https://prec.sxzwfw.gov.cn/jyxxzbjh/1065008.jhtml,浮山县养老康复中心建设项目,2601-141027-89-01-128442,房屋市政,6115.73,6115.73(万元),设计;施工;监理,公开招标,浮山县民政和人力资源社会保 障局,浮山县城乡建设和交通运输局,自主发布,浮山县民政和人力资源社会保 障局,尧山东路与东环街交叉口东北角,"总建筑面积9537.89㎡，地上建筑面积9445.03㎡，包括养老康复中心主楼9353.23㎡,门房(含设备间)68.04㎡，氧气间23.76㎡;地下水泵房建筑面积92.86㎡,消防水池容积700m³,主要建设内容为建筑的土建、装饰及配套工程等。",2026年07月,2026-06-15 16:45:00,临汾市,2026/06/15
1064971,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064971.jhtml,李村煤矿选煤厂 末煤系统改造工程,2603-140428-89-02-926057,能源,5848.96,5848.96(万元),设计;施工;主要设备;重要材料,公开招标,山西潞安矿业集团慈林山煤业有限公司李村煤矿,长子县能源局,自主发布,山西潞安矿业集团慈林山煤业有限公司李村煤矿,长治市长子县大堡头镇南李村(李村煤矿矿区),该项目不涉及新增用地，在现有主厂房新增 1 套末煤旋流器主洗系统、1 套粗煤泥干扰床分选系统、1 台加压过滤机；新建压滤车间，面积 1909㎡，安装3 台中压压滤机。,2026年07月,2026-06-15 16:25:00,长治市,2026/06/15
1064937,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064937.jhtml,保德县沿黄公路污水干管(二号桥-污水厂)改造工程,2605-140931-89-01-174116,房屋市政,4868.02,4868.02(万元),设计;施工,公开招标,保德县住房和城乡建设管理局,忻州市住房和城乡建设局,自主发布,保德县住房和城乡建设管理局,保德县县城,本项目为保德县沿黄公路污水千管(二号桥-污水广)改造工程，长度4.25km。主要建设内容包括污水管道顶管工程及附属设施。,2026年07月,2026-06-15 15:55:00,忻州市,2026/06/15
1064927,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064927.jhtml,中电科(山西)微电子装备智能制造产业基地,2307-140171-89-01-886425,房屋市政,80000.00,80000.00(万元),设计;施工,公开招标,西北电子装备技术研究所(中国电子科技集团公司第二研究所),山西转型综合改革示范区管理委员会建设与公用事业管理部,自主发布,西北电子装备技术研究所(中国电子科技集团公司第二研究所),山西转型综合改革示范区(潇河产业园区)太原起步区(北区)B3-07-03-02地块。位置位于潇河园区大运东路以西，大运路以东，小牛线以北，北格街以南。,建设研发中心(办公楼)1栋、智能制造类厂房1栋、微电子类厂房2栋、三代半导体类厂房2栋、新能源类厂房2栋、产品制造厂房1栋、半导体智能装备类厂房1栋、艺星公司生产广房1栋、动力中心1栋、甲类库1栋、氢气站1栋、硅烷站1栋及大门门卫等配套设施，新购设备及仪器24台(套)，建设半导体智能装备调试生产线、新能源装备调试生产线、微电子装备调试生产线。预计项自建成后年产三代半导体单晶生长设备等半导体智能制造装备、全自动共晶贴片机等微电子装备、全自动硅片上下料机等新能源装备1200台(套)。,2026年07月,2026-06-15 15:45:00,综改示范区,2026/06/15
1064892,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064892.jhtml,山西省运城市稷山经济技术开发区125MW工商业屋顶光伏发电项目,2603-140853-89-01-200588,能源,31250.00,31250.00(万元),设计;施工;监理,公开招标,农发清洁能源(山西)有限公司,稷山县能源局,自主发布,农发清洁能源(山西)有限公司,山西省:运城市-稷山经济技术开发区,建设规模:利用稷山经济技术开发区现有企业屋顶总面积约830000M2。建设内容:建设分布式光伏发电总容量125MW，采用730WP单晶硅电池组件17万余块，消纳模式为自发自用，余电上网,2026年07月,2026-06-15 14:50:00,省本级,2026/06/15
1064890,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064890.jhtml,武乡县蟠龙镇下型塘村崩塌地质灾害点治理工程,2602-140429-89-01-212280,国土资源,655.35,655.35(万元),施工,公开招标,武乡县自然资源局,长治市规划和自然资源局,自主发布,武乡县自然资源局,武乡县蟠龙镇下型塘村,该项目对下型塘村不稳定土质边坡进行防护治理，防护长度153.01m，防护高度0-21m，防护方式采用格构梁+锚索支护方式;其中:临时防护100m³，削坡1000m³，坡体回填3000m³，格构锚索4132m，坡面硬化1611㎡，护脚硬化37.5m³，坡底硬化759㎡等其他配套设施。,2026年07月,2026-06-15 14:50:00,长治市,2026/06/15
1064887,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064887.jhtml,河东中学扩建项目,2606-140802-89-01-886715,房屋市政,1427.73,1427.73(万元),施工,公开招标,运城市盐湖区河东中学,运城市盐湖区住房和城乡建设局,自主发布,运城市盐湖区河东中学,运城市盐湖区河东中学,"建设内容:项目在原校区新建1栋3层框架结构的教学楼，一座消防水池及泵房，配套建设管网、室外变压器及发电机组、室外管线衔接(高低压供电、弱电、给排水、消防、供暖)等基础设施。
建设规模:扩建后的初中部办学规模为4规制12个班。总建筑面积2723.9平方米，其中:教学楼2527.56平方米,消防水池及泵房196.34平方米(地上建筑面积37.82平方米，地下建筑面积158.52平方米)，硬化道路2000平方米",2026年07月,2026-06-15 14:45:00,运城市,2026/06/15
1064873,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064873.jhtml,阳曲县2025年“千万工程”精品示范村建设项目,2510-140122-89-01-346684,房屋市政,6051.21,6051.21(万元),施工,公开招标,阳曲县农业农村局,阳曲县住房和城乡建设局,委托发布,山西积庆项目管理有限公司,阳曲县侯村乡西龙庄村(含韩寨自然村)、高村乡高村村。,(一)侯村乡西龙庄村，村口绿化补植补栽140㎡，沥青路面600㎡，村口标识牌2组。韩寨村外立面改造6000㎡，村民文化广场铺装1500㎡、绿化补植补栽2800㎡，种植土换填2800m³，健身器材10套，花箱20套，村口标识牌1组，围墙1200m，围栏1000m，座椅10 套，路灯50套，沥青路面恢复19000 ㎡，人行道路面恢复14000 ㎡，DN32-DN110给水管线及配套7215m，DN300污水管线4400m，DN150 污水入户管1000m，污水检查井210座，污水处理站1座，产业中心及配套490㎡等。(二)高村乡高村村，DN300污水管6000m，DN400污水管1000m，检查井400座、化粪池3座、污水处理站1座、盖板式雨水沟建设1000m，沥青路面恢复36174㎡、人行道路面恢复15134㎡、主路两侧护坡300m等。,2026年07月,2026-06-15 12:50:00,太原市,2026/06/15
1064868,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064868.jhtml,定襄县第二污水处理厂绿色低碳标杆化建设项目,2605-140921-89-01-377141,房屋市政,17051.09,17051.09(万元),勘察;设计;施工;监理;主要设备;重要材料,公开招标,定襄县蒋村镇人民政府,定襄县住房和城乡建设管理局,自主发布,定襄县蒋村镇人民政府,定襄县蒋村镇,日处理污水15000m3/d。新建进水井、粗格栅间及污水提升泵房、细格栅间及曝气沉砂池、调节池、AA0生化池与二沉淀池、深度处理车间(含磁混凝沉淀池与滤布滤池)、污泥脱水机房、污泥池、生物除臭系统、变配电室、巴氏计量槽、综合水池及回用水泵房；配套建设智慧水务、精准曝气、智能加药、厂区分布式光伏发电、污水源热泵供热系统；配套新建DN800进厂污水管道150m、DN800生态补水管道300m、八字出水口1座。,2026年07月,2026-06-15 12:10:00,忻州市,2026/06/15
1064825,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064825.jhtml,兴县2025年较大规模自然村通硬化路建设项目,2506-141123-89-01-480149,交通,4485.26,4485.26(万元),施工,公开招标,兴县交通运输局,吕梁市交通运输局,自主发布,兴县交通运输局,兴县魏家滩镇、蔡家崖乡,"项目分批次实施，本次实施第一批项目:分为:杨家坪-魏家岔、白家沟-高家洼两条线路，拟投资836.18万元。
项目路线全长5.613km。主要工程内容包括路基工程、路面工程、防护工程、桥涵工程、交通安全设施等。",2026年07月,2026-06-15 10:50:00,吕梁市,2026/06/15
1064818,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064818.jhtml,五台县门限石乡大北沟片区农村人居环境整治项目,2510-140922-89-01-926532,农业,13491.09,13491.09(万元),设计;施工;监理,公开招标,五台县住房和城乡建设管理局,五台县农业农村局,自主发布,五台县住房和城乡建设管理局,忻州市五台县门限石乡,本项目对五台县门限石乡大北沟村、湾子村、半佰麻村、化虎石村、榆树坪村5个村庄进行人居环境整治，包括村庄与村庄间沿线人居环境整治、各村内人居环境整治两大部分；主要建设内容包括道路、给水、雨水、污水、照明、环卫、河道治理、桥涵工程等基础设施以及农事服务中心、乡村e镇、停车场、标识标牌、健身器材、数字乡村等公共服务设施建设。,2026年06月,2026-06-15 10:40:00,忻州市,2026/06/15
1064811,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064811.jhtml,运城市盐湖区第十实验学校小学部教学楼建设项目,2606-140802-89-01-672083,房屋市政,2000.00,2000.00(万元),施工,公开招标,运城市盐湖区第十实验学校,运城市盐湖区住房和城乡建设局,自主发布,运城市盐湖区第十实验学校,运城市盐湖区第十实验学校,建设内容:新建1栋4层教学楼，配套建设场地硬化、绿化、水、电、暖、围墙等基础设施。建设规模:扩建后的小学部新增4轨制，办学规模为10轨制，可容纳学生2700人。学校规划总占地面积为45051㎡(约合67.58亩)，本次项目总占地面积为4356㎡(约合6.53亩)，新建教学楼建筑面积为3920.92㎡，建筑物基底面积为980.23㎡，道路及场地硬化面积为1850.77㎡，绿地面积为1525㎡。,2026年07月,2026-06-15 10:35:00,运城市,2026/06/15
1064810,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064810.jhtml,兴县2025年较大规模自然村通硬化路建设项目,2506-141123-89-01-480149,交通,4485.26,4485.26(万元),施工,公开招标,兴县交通运输局,吕梁市交通运输局,自主发布,兴县交通运输局,兴县魏家滩镇、蔡家崖乡,"项目分批次实施，本次实施第一批项目:分为:杨家坪-魏家岔、白家沟-高家洼两条线路，拟投资836.18万元。
项目路线全长5.613km。主要工程内容包括路基工程、路面工程、防护工程、桥涵工程、交通安全设施等。",2026年07月,2026-06-15 10:35:00,吕梁市,2026/06/15
1064809,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064809.jhtml,垣曲县后河水库排沙底洞控制闸阀改造工程,2605-140827-89-05-415690,水利,655.09,655.09(万元),施工,公开招标,运城市后河水库服务中心,运城市水务局,自主发布,运城市后河水库服务中心,垣曲县历山镇后河村,1、更换排沙底洞控制阀室阀门2套，更换钢管段钢管及附属设备;2、增加阀门启闭远程控制系统，通过阀室出口远程操控;在阀室内安装监控设备。,2026年07月,2026-06-15 10:25:00,运城市,2026/06/15
1064788,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064788.jhtml,运城市盐湖区第十实验学校小学部教学楼建设项目招标计划,2606-140802-89-01-672083,房屋市政,2000.00,2000.00(万元),施工,公开招标,运城市盐湖区第十实验学校,运城市盐湖区住房和城乡建设局,自主发布,运城市盐湖区第十实验学校,运城市盐湖区第十实验学校,建设内容:新建1栋4层教学楼，配套建设场地硬化、绿化、水、电、暖、围墙等基础设施。建设规模:扩建后的小学部新增4轨制，办学规模为10轨制，可容纳学生2700人。学校规划总占地面积为45051㎡(约合67.58亩)，本次项目总占地面积为4356㎡(约合6.53亩)，新建教学楼建筑面积为3920.92㎡，建筑物基底面积为980.23㎡，道路及场地硬化面积为1850.77㎡，绿地面积为1525㎡。,2026年07月,2026-06-15 09:55:00,运城市,2026/06/15
1064585,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064585.jhtml,浑源县顾册区域养老服务中心建设项目,2604-140225-89-01-723601,房屋市政,595.59,595.59(万元),施工,公开招标,浑源县民政局,浑源县住房和城乡建设局,委托发布,大同市欣辉工程项目管理有限公司,浑源县永安镇毓园路与天赐街交叉口,项目改造面积1519.61㎡，新建面积262.18㎡，设置照护型床位28张。主要建设内容为将现有教学楼适老化改造为休息室、厨房、餐厅、无障碍卫生间等，并安装电梯1部，高位水箱间安装稳压增压设备2套;新建消防水池及泵房262.18㎡，并安装污水泵、喷淋泵、消火栓泵各2台;配套建设室外水电等工程,2026年07月,2026-06-12 18:55:00,大同市,2026/06/12
1064553,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064553.jhtml,大同曌能独立储能电站项目,2511-140222-89-01-873362,能源,150000.00,150000.00(万元),勘察;设计;施工;主要设备;重要材料,公开招标,山西曌能新能源科技有限公司,天镇县能源局,委托发布,北京典方建设工程咨询有限公司,山西省大同市天镇县二十里铺工业园区内,该项目计划建设储能电站规模为300MW/1200MWh，占地面积约65333.33平方米，共设置120个储能单元，每套储能单元由2个5MWh储能电池预制舱、2台PCS和1台储能升压变组成。每个5MWh储能电池预制舱设置1套5MWh储能电池组，每套储能电池组接入1台2.5kWPCS直流侧，2台PCS交流侧并联接入升压变低压绕组，2台PCS经一个就地升压变升压后经35kV就地开关柜接入储能电站配套220kV升压变电站35kV侧。储能通过220kV升压站及新建220kV送出线路接入电网系统，接入电压等级为220kV。,2026年07月,2026-06-12 17:55:00,大同市,2026/06/12
1064537,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064537.jhtml,屯里镇桑峨村设施农业提质及鲤鱼加工项目,2604-141062-89-02-757095,农业,994.56,994.56(万元),施工,公开招标,吉县屯里镇人民政府,吉县农业农村局,委托发布,山西合智诚招标代理有限公司,吉县屯里镇桑峨村、屯里村、太度村,本项目位于吉县屯里镇桑峨村、屯里村、太度村，主要建设内容为改造拱棚总面积为22877.54平方米，总计47座。对其中的13座进行修缮(拱棚建筑面积为7232平方米)，对所有拱棚(22877.54平方米)安装水肥一体化智能设备。改造混凝土道路2200平方米，铺栽侧石1070米，道路两侧绿化550平方米，安装太阳能路灯30盏，新建排水渠2950米，新建3座蓄水池(400立方米蓄水池1座，10立方米蓄水池2座)，De160PE水源管道480米，DN300蓄水池溢流管150米，购置及安装鲤鱼加工设备以及配套附属工程等。,2026年06月,2026-06-12 17:45:00,临汾市,2026/06/12
1064505,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064505.jhtml,应县邦锦200MW/400MWh储能电站项目,2511-140655-89-01-817253,能源,40000.00,40000.00(万元),勘察;设计;施工;监理;主要设备;重要材料;,公开招标,应县邦锦新能源有限公司,应县能源局,自主发布,应县邦锦新能源有限公司,山西省朔州市应县经济技术开发区北区,项目规模为200MW/400MWh，总用地面积33423平方米，建筑面积916平方米，总用地约50亩。主要建设内容包括:设置80个2.5MW/5Mwh集装箱式电池舱，40个PCS交直流转换一体舱，站址中央区域设置升压站一座，储能电池舱经PCS交直流转换舱逆变升压后接入升压变电站35kV母线。,2026年07月,2026-06-12 17:20:00,省本级,2026/06/12
1064504,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064504.jhtml,高平王何新能源重卡充电站项目,2603-140581-89-01-191689,能源,1263.00,1263.00(万元),施工,公开招标,高平国投智慧出行科技有限公司,高平市能源局,自主发布,高平国投智慧出行科技有限公司,山西省晋城市高平市北城办王何村,本项目配电工程和土建工程等,2026年07月,2026-06-12 17:20:00,省本级,2026/06/12
1064497,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064497.jhtml,临汾科技智创汽车产业园(一期)F座、G座及室外场地工程和附属建筑,2406-141051-89-01-800054,房屋市政,20000.00,20000.00(万元),设计;施工;监理;主要设备;重要材料,公开招标,山西建发临汾园区有限公司,临汾经济开发区管理委员会,自主发布,山西建发临汾园区有限公司,临汾市乔李镇,F座666m²、G座30456m²、室外场地及大棚49850.51m²,2026年07月,2026-06-12 17:15:00,临汾市,2026/06/12
1064496,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064496.jhtml,霍州窑址D7发掘区遗址保护展示项目,2603-141082-89-01-757437,文物保护,6142.21,6142.21(万元),设计;监理;施工,公开招标,霍州市文化和旅游局,临汾市文化和旅游局(文物局)(文物保护),委托发布,山西知达源管理咨询有限公司,山西省临汾市霍州市白龙镇陈村,危岩加固及清理、遗址本体保护、遗址模拟展示、遗址保护性设施建设、遗址周边环境保护整治。,2026年07月,2026-06-12 17:15:00,临汾市,2026/06/12
1064477,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064477.jhtml,山西局节能降碳改造项目,0000-000000-00-00-000000,房屋市政,488.00,488.00(万元),施工,公开招标,国家粮食和物资储备局山西局,太原市住房和城乡建设局,委托发布,山西衡宇招标代理有限公司,山西省太原市小店区并州南路81号8幢、并州南路337号3幢,供暖改造4356平方米，更换电梯1部，室外箱变扩容，室内电力改造11159平方米。,2026年07月,2026-06-12 16:55:00,省本级,2026/06/12
1064476,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064476.jhtml,2026年寺庄镇镇区公共设施改造提升项目,2511-140581-89-05-866505,房屋市政,1444.01,1444.01(万元),施工,公开招标,高平市寺庄镇人民政府,高平市农业农村局,委托发布,山西中瀚项目管理有限公司,高平市寺庄镇镇区,本项目主要建设内容为道路改造工程、绿化及其他改造工程。其中道路改造全长6.11公里，包括道路本体改造、照明设施改造、排水设施改造；绿化及其他改造工程包括人行道绿化改造，游园绿化改造，河道两侧安全护栏改造。 对本项目的工程施工发布招标计划。,2026年07月,2026-06-12 16:50:00,省本级,2026/06/12
1064456,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064456.jhtml,长子县建制镇(鲍店镇、大堡头镇)雨污分流改造工程项目(鲍店镇东、西、北街村),2404-140428-89-01-808578,房屋市政,5630.96,5630.96(万元),施工,公开招标,长子县鑫安基础设施开发有限公司,长子县住房和城乡建设局,自主发布,长子县鑫安基础设施开发有限公司,长子县鲍店镇东、西、北街村,鲍店镇东、西、北街村雨污分流改造工程,2026年07月,2026-06-12 16:45:00,长治市,2026/06/12
1064452,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064452.jhtml,朔州市朔城区恒山隧洞岩溶水渗出利用农村规模化供水工程,2605-140602-89-05-690468,水利,16645.64,16645.64(万元),勘察;设计;施工;监理;主要设备,公开招标,朔州市朔城区水利局,朔州市水利局,委托发布,山西新凯建工程咨询管理有限公司,朔州市朔城区沙河乡、南榆林乡、贾庄乡和滋润乡,"通过新建水源地和铺设供水管网，向沙塄河乡和南榆林乡的23个村庄供水，并对贾庄乡和滋润乡已建规模化供水工程进行水源置换。供水范围包括朔城区南榆林乡、沙塄河乡、贾庄乡和滋润乡的56个村4.5万人生活及禽畜用水。主要建设内容包括:取水设施1 处，阀井1 座，备用水源机井3眼，新建净水厂1座，生产、生活附属建筑物8000㎡,各类输水管道212.97km，智能水表7647块，蓄水池20座，加压泵站7座，阀井261座等。",2026年07月,2026-06-12 16:45:00,朔州市,2026/06/12
1064419,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064419.jhtml,右玉县2026年晋北地区高原风沙源生态保护和修复项目沙化土地综合治理工程,2410-140600-89-01-390858,林业,623.84,623.84(万元),施工,公开招标,右玉县林业局,朔州市规划和自然资源局,自主发布,右玉县林业局,右玉县,开展沙化土地综合治理5000亩,2026年07月,2026-06-12 16:15:00,朔州市,2026/06/12
1064418,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064418.jhtml,山西霍州窑址D7发掘区遗址保护展示工程,2603-141082-89-01-757437,文物保护,6142.21,6142.21(万元),设计;监理;施工,公开招标,霍州市文化和旅游局,临汾市文化和旅游局(文物局)(文物保护),委托发布,山西知达源管理咨询有限公司,山西省临汾市霍州市白龙镇陈村,危岩加固及清理、遗址本体保护、遗址模拟展示、遗址保护性设施建设、遗址周边环境保护整治。,2026年07月,2026-06-12 16:15:00,临汾市,2026/06/12
1064414,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064414.jhtml,山西省灵丘县人民医院新院区配套电力建设工程,2605-140224-89-01-390408,能源,1317.63,1317.63(万元),施工,公开招标,山西省灵丘县人民医院,灵丘县能源局,自主发布,山西省灵丘县人民医院,灵丘县武灵镇和落水河乡,"该工程需从武灵变电站将两条电容量6950千伏安的双回路高压线架设通电至新院区配电室。线路全长约7.31公里，采用双回路设计，其中架空线路2×4.85公里，电缆线路长2×2.46公里。导线采用JKLGYJ-240/30型架空绝缘导线；电缆采用ZC-YJV22-8.7/15-3*300mm2型电力电缆。全线采用24芯ADSS光缆长7.44km。共用电杆约93基，其中水泥杆78基,钢管杆15基，500千伏安箱式变压器两台以及其它配套设备。",2026年07月,2026-06-12 16:05:00,大同市,2026/06/12
1064371,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064371.jhtml,北张渠雨水管网错接混接改造工程,2606-140171-89-01-211525,房屋市政,1376.78,1376.78(万元),施工,公开招标,山西转型综合改革示范区建设工程管理与公用服务中心,山西转型综合改革示范区管理委员会建设与公用事业管理部,委托发布,山西中盛辰鑫工程咨询有限公司,山西转型综改示范区唐槐产业园区,本项目主要建设规模为改造唐槐园区涉及排入北张退水渠的 12 处雨污混接点，分为两部分:①现状雨污混流节点改造工程，改造 9 处节点，改造污水管线 560m；②新盛巷雨、污分流改造工程，解决 3 处节点，新建污水管线 250 m，新建雨水管线 250 m。建设内容:排水工程、道路恢复工程。,2026年07月,2026-06-12 15:20:00,综改示范区,2026/06/12
1064348,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064348.jhtml,运城市盐湖区大禹学校扩建项目,2606-140802-89-01-578394,房屋市政,6500.00,6500.00(万元),设计;施工,公开招标,运城市盐湖区大禹学校,运城市盐湖区住房和城乡建设局,自主发布,运城市盐湖区大禹学校,学苑北路34号,"建设内容:新建3栋4层教学楼，1栋1层门房，配套建设硬化、绿化、水、电、暖、气、消防、非机动车位等基础设施。
建设规模:扩建后的初中部新增4轨制，办学规模为10轨制，可容纳学生1500人。大禹学校规划总占地面积为75998.7㎡(约合114亩)，本次项目总占地面积21994.11㎡(约合32.99 亩)。项目总建筑面积为11800㎡(教学楼11700㎡，门房100㎡), 建筑物基底面积为2905㎡，道路及场地硬化面积为11398.69㎡，绿地面积7690.42㎡",2026年07月,2026-06-12 14:55:00,运城市,2026/06/12
1064343,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064343.jhtml,丰源绿能200MW/400MWh储能电站项目,2603-140655-89-01-474222,能源,45000.00,45000.00(万元),施工;监理;主要设备;设计;勘察;重要材料;,公开招标,山西丰源绿能新能源有限公司,应县能源局,自主发布,山西丰源绿能新能源有限公司,山西省朔州市应县南河种镇,项目建设规模为200MW/400MWh，规划占地面积为40亩。主要建设内容包括:建设220千伏升压站一座，配置建设60套储能系统单元并购置安装储能成套系统预制舱等设备；新建35kV配电室、0.4kV配电室、二次设备室等附属设施。配套建设建筑面积为600平方米的综合用房、100平方米的综合仓库，消防泵房及260平方米的水池，同时配套建设供水、供电、污水处理等管理用房以及附属配套设施和相关设备等。,2026年07月,2026-06-12 14:50:00,省本级,2026/06/12
1064340,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064340.jhtml,泽州县南岭镇坚水村农业种植基地附属设施项目,2601-140525-89-05-356343,农业,870.00,870.00(万元),施工;,公开招标,泽州县南岭镇坚水村股份经济合作社,泽州县农业农村局,委托发布,中科天一工程管理有限公司,山西省晋城市泽州县南岭镇坚水村,项目总面积308亩，种植面积300亩(菊花200亩，玉米100亩)，内容包括冷库、厂房、仓储用房、晾晒场及相关附属设施设备等,2026年07月,2026-06-12 14:35:00,晋城市,2026/06/12
1064337,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064337.jhtml,华能襄汾50兆瓦乡村振兴“驭风行动”示范项目,2311-141000-89-01-920686,能源,23988.48,23988.48(万元),勘察;设计;施工;监理;主要设备;重要材料,公开招标,襄汾县飓风新能源发电有限责任公司,临汾市能源局,委托发布,山西省国际招标有限公司,临汾市襄汾县,风电场项目装机容量50MW。主要建设内容为安装5台单机容量5000kW风力发电机、4台单机容量6250kW风力发电机、新建一座110kV升压站。,2026年07月,2026-06-12 14:30:00,临汾市,2026/06/12
1064336,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064336.jhtml,甘亭工业园应急备用(工业用水)输水管道工程,2605-141051-89-05-727232,房屋市政,833.03,833.03(万元),施工,公开招标,山西临汾开发区开发建设有限公司,临汾经济开发区管理委员会,委托发布,山西巨晖工程项目管理有限公司,临汾经济开发区甘亭工业园,新建一趟DN300输水管道，全长5222米，其中球墨铸铁管道2045米，涂塑复合钢管3177米，管道沿途设置阀门井、排气井、泄水井等附属设施，净水设备4套。,2026年07月,2026-06-12 14:25:00,临汾市,2026/06/12
1064335,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064335.jhtml,新建西铭回迁安置房城中村改造工程项目室外配套工程、正式供电工程、正式供水工程,2409-140109-89-01-191848,房屋市政,5000.00,5000.00(万元),2026年07月,公开招标,太原市柏林宝地建设开发有限公司,万柏林区住房和城乡建设局,委托发布,山西恒盛昌工程项目管理有限公司,太原市万柏林区西铭村，东至万柏林第四中学，西至开城东路，南至西铭路，北至玉门河南沿岸,,2026年07月,2026-06-12 14:05:00,太原市,2026/06/12
1064334,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064334.jhtml,西铭城改项目连接线工程,2605-140109-89-01-346997,房屋市政,1526.50,1526.50(万元),施工,公开招标,太原市柏林宝地建设开发有限公司,万柏林区住房和城乡建设局,委托发布,山西恒盛昌工程项目管理有限公司,山西省太原市万柏林区西铭街办西铭城改连接线(玉门河南沿岸路以南，万柏林区第四中学以北，西外环路以西，开城路以东),道路工程(长105米，宽30米的沥青路)；排水工程(钢筋混凝土管D500，长64米，钢筋混凝土管D600，长210米)；交通设施(玉门河南、北沿岸交叉口红绿灯2套)；照明工程(路灯10套)；绿化工程(行道树35株，绿化带357平米)；电力土建工程(12孔内径185毫米的排管，长105米、采用2600毫米内径混凝土顶管，长70米)；燃气工程(防腐钢管DN300，长105米)；电信工程(6孔梅花管，长55米),2026年07月,2026-06-12 14:05:00,太原市,2026/06/12
1064317,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064317.jhtml,昕水镇2026年宁粹苹果栽植项目(一期),2605-141030-89-05-970762,农业,2122.84,2122.84(万元),施工,公开招标,大宁县昕水镇人民政府,大宁县农业农村局,委托发布,山西知达源管理咨询有限公司,本项目位于山西省大宁县昕水镇，共涉及昕水镇8个村，分别是麦留村、而吉村、白杜村、坡角村、史家坪村、杜村、安古村。,项目涉及1个镇8个村，建设规模为种植宁粹苹果，总面积1183.92亩，其中老果园改造773.34亩，新建果园410.58亩。建设内容主要为:新建果园包含苗木购置、固定树苗玻璃纤维杆、塑料地膜、保湿袋、生根粉及浇水等；老果园改造包含拔树、平整土地、苗木购置、固定树苗玻璃纤维杆、塑料地膜、保湿袋，生根粉及浇水等；水肥一体化设施建设包含蓄水池、管理房、水肥设备、输水干支管道、田间滴灌管等。,2026年07月,2026-06-12 12:15:00,临汾市,2026/06/12
1064283,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064283.jhtml,北义城镇蔬菜基地综合配套项目,2512-140525-89-05-153711,农业,874.94,874.94(万元),施工;,公开招标,泽州县北义城镇西黄石村股份经济合作社,泽州县农业农村局,委托发布,山西金正浩工程项目管理有限公司,山西省晋城市泽州县北义城镇西黄石村,总占地面积5686㎡，总建筑面积2200㎡，年储果蔬744吨，内容包括新建冷冻库、包装分拣车间、库房、冷藏库，设备购安、室外工程及相关配套附属设施等。,2026年07月,2026-06-12 10:50:00,晋城市,2026/06/12
1064279,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064279.jhtml,集义庄乡集义庄村学习践行千万工程精品示范村改造项目,2605-140924-89-01-557146,农业,973.35,973.35(万元),施工,公开招标,繁峙县集义庄乡人民政府,繁峙县农业农村局,自主发布,繁峙县集义庄乡人民政府,繁峙县集义庄乡集义庄村,本项目主要是对集义庄乡集义庄村内主干路进行给排水管网建设及道路恢复与硬化工程改建，其中:给水管道总长1413米，污水管道总长4937米，路面恢复(混土)15852㎡，路面恢复(沥青)970㎡，配套垃圾收集箱、污水收集池等设施。,2026年07月,2026-06-12 10:30:00,忻州市,2026/06/12
