项目性质,项目名称,所属行业,组织形式,招标方式,招标编号/项目编号,招标条件/说明,中标人名称,中标价格,其他公示内容,监督部门,招标人/采购人,招标人地址,招标人联系人,招标人联系方式,招标代理机构,招标代理机构地址,招标代理机构联系人,招标代理机构联系方式,发布日期,发布网站,详情页面
依法,山西蓝焰煤层气集团有限责任公司2026年脱硫剂购置中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260407,山西蓝焰煤层气集团有限责任公司2026年脱硫剂购置（招标编号：HXZB-HW20260407），确定001第一标段的中标人如下:,晋中科灵气体净化技术服务有限公司,5220000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-12 10:51:08,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2054030157803511808
依法,山西华新中昊盛天然气有限公司阳城县煤层气西气东输上载项目中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260405,山西华新中昊盛天然气有限公司阳城县煤层气西气东输上载项目脱水设备采购（招标编号：HXZB-HW20260405），确定001第一标段的中标人如下:,陕西铭泽易昇能源技术有限公司,4734000元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,阳城县能源局、华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西华新中昊盛天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-05-12 10:51:05,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2054029230543560704
依法,山西国化能源有限责任公司2026年度改造、水保、改线项目监理服务中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260406,山西国化能源有限责任公司2026年度改造、水保、改线项目监理服务（招标编号：HXZB-FW20260406），确定001第一标段的中标人如下:,成都万图工程监理有限公司,2.28%,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西天然气有限公司,山西国化能源有限责任公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-05-12 10:48:53,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2054026745045147648
依法,山西蓝焰煤层气集团有限责任公司2026年武乡南区块10个新井场及14个旧井场临时用地方案与复垦方案编制中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260403,山西蓝焰煤层气集团有限责任公司2026年武乡南区块10个新井场及14个旧井场临时用地方案与复垦方案编制（招标编号：HXZB-FW20260403），确定001第一标段的中标人如下:,太原市兴华岩土工程勘察质量检测有限公司,1120000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:05:10,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052582248293687296
依法,山西沁盛煤层气作业有限责任公司2026年氯化钾购置中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260326,山西沁盛煤层气作业有限责任公司2026年氯化钾购置（招标编号：HXZB-HW20260326），确定001第一标段的中标人如下:,山西晋深能源装备有限公司,4399320元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:05:07,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052581739398782976
依法,山西国新盛和贸易有限公司2026年防腐材料采购中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260324,山西国新盛和贸易有限公司2026年防腐材料采购（招标编号：HXZB-HW20260324），确定001第一标段的中标人如下:,山西铭澄科技有限公司,2356676.83元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西国新和盛新能源有限公司,山西国新盛和贸易有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:05:04,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052580978665283584
依法,山西沁盛煤层气作业有限责任公司2026年石英砂购置(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260325,山西沁盛煤层气作业有限责任公司2026年石英砂购置（招标编号：HXZB-HW20260325），确定003第三标段的中标人如下:,多伦县金众田商贸有限公司,5067600元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:05:01,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052579195901534208
依法,山西沁盛煤层气作业有限责任公司2026年石英砂购置(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260325,山西沁盛煤层气作业有限责任公司2026年石英砂购置（招标编号：HXZB-HW20260325），确定002第二标段的中标人如下:,山西骅意商贸有限公司,5066500元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:04:58,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052579091916349440
依法,山西沁盛煤层气作业有限责任公司2026年石英砂购置(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260325,山西沁盛煤层气作业有限责任公司2026年石英砂购置（招标编号：HXZB-HW20260325），确定001第一标段的中标人如下:,山西沁凰煤层气装备有限责任公司,6905000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-08 11:02:45,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052578921094930432
依法,山西蓝焰煤层气集团有限责任公司勘探分公司2026年钻机技术服务(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260328,山西蓝焰煤层气集团有限责任公司勘探分公司2026年钻机技术服务（招标编号：HXZB-FW20260328），确定002第二标段的中标人如下:,中陕核工业集团二一八大队有限公司,3896370元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-07 10:58:46,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052216733834502144
依法,山西蓝焰煤层气集团有限责任公司勘探分公司2026年钻机技术服务(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260328,山西蓝焰煤层气集团有限责任公司勘探分公司2026年钻机技术服务（招标编号：HXZB-FW20260328），确定001第一标段的中标人如下:,西安同昌油气技术有限公司,4052000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-07 10:58:43,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052216650623705088
依法,山西蓝焰煤层气集团有限责任公司2026年晋城矿区煤层气加密井建设项目（二期）煤层气井工程设计服务中标结果公示,石油石化,常规招标,公开招标,HXZB-FW20260327,山西蓝焰煤层气集团有限责任公司2026年晋城矿区煤层气加密井建设项目（二期）煤层气井工程设计服务（招标编号：HXZB-FW20260327），确定001第一标段的中标人如下:,山西蓝焰煤层气工程研究有限责任公司,17340000元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-05-07 10:58:40,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052215481956392960
依法,山西天然气有限公司超声波流量计维护检定及变送器检定服务中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260402,山西天然气有限公司超声波流量计维护检定及变送器检定服务（招标编号：HXZB-FW20260402），确定001第一标段的中标人如下:,默福博（北京）计量检测服务有限公司,210300元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西天然气有限公司,山西天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,王挺、周文博,0351-2453225、2221733、2221755,2026-05-07 10:56:28,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2052208064824696832
依法,山西国化燃气有限责任公司2026-2028年度劳务外包服务中标结果公示,石油石化,常规招标,公开招标,HXZB-FW20260401,山西国化燃气有限责任公司2026-2028年度劳务外包服务（招标编号：HXZB-FW20260401），确定001第一标段的中标人如下:,山西星海远航人力资源有限公司,1097712元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西天然气有限公司,山西国化燃气有限责任公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,王挺、周文博,0351-2453225、2221733、2221755,2026-04-30 10:51:06,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2049677060935344128
